Housing Location,Type of Energy,,,Start Date,End Date,,Usage,Unit,Cost,,
Student TH 4264 Chain Bridge Road,Electric,4688462342,201602,2/2/2016,2/29/2016,STUDENTTH4264ELEC06,889 ,KWH,$88.92 ,,
Student TH 4264 Chain Bridge Road,Electric,4688462342,201603,2/29/2016,3/31/2016,STUDENTTH4264ELEC06,790 ,KWH,$80.15 ,,
Student TH 4264 Chain Bridge Road,Electric,4688462342,201604,3/31/2016,4/29/2016,STUDENTTH4264ELEC06,756 ,KWH,$77.38 ,,
Student TH 4264 Chain Bridge Road,Electric,4688462342,201605,4/29/2016,5/31/2016,STUDENTTH4264ELEC06,466 ,KWH,$51.90 ,,
Student TH 4264 Chain Bridge Road,Electric,4688462342,201606,5/31/2016,6/28/2016,STUDENTTH4264ELEC06,159 ,KWH,$24.40 ,,
Student TH 4264 Chain Bridge Road,Electric,4692767504,201507,6/30/2015,7/31/2015,STUDENTTH4264ELEC07,258 ,KWH,$33.26 ,,
Student TH 4264 Chain Bridge Road,Electric,4692767504,201508,7/31/2015,8/27/2015,STUDENTTH4264ELEC07,168 ,KWH,$25.18 ,,
Student TH 4264 Chain Bridge Road,Electric,4692767504,201509,8/27/2015,9/29/2015,STUDENTTH4264ELEC07,"1,230 ",KWH,$119.44 ,,
Student TH 4264 Chain Bridge Road,Electric,4692767504,201510,9/29/2015,10/28/2015,STUDENTTH4264ELEC07,"1,039 ",KWH,$102.36 ,,
Student TH 4264 Chain Bridge Road,Electric,4692767504,201511,10/28/2015,12/2/2015,STUDENTTH4264ELEC07,"1,101 ",KWH,$107.85 ,,
Student TH 4264 Chain Bridge Road,Electric,4692767504,201512,12/2/2015,12/31/2015,STUDENTTH4264ELEC07,780 ,KWH,$79.36 ,,
Student TH 4264 Chain Bridge Road,Electric,4692767504,201601,12/31/2015,2/2/2016,STUDENTTH4264ELEC07,"1,336 ",KWH,$128.52 ,,
Student TH 4264 Chain Bridge Road,Electric,4692767504,201602,2/2/2016,2/29/2016,STUDENTTH4264ELEC07,"1,068 ",KWH,$104.79 ,,
Student TH 4264 Chain Bridge Road,Electric,4692767504,201603,2/29/2016,3/31/2016,STUDENTTH4264ELEC07,"1,134 ",KWH,$110.62 ,,
Student TH 4264 Chain Bridge Road,Electric,4692767504,201604,3/31/2016,4/29/2016,STUDENTTH4264ELEC07,"1,021 ",KWH,$100.96 ,,
Student TH 4264 Chain Bridge Road,Electric,4692767504,201605,4/29/2016,5/31/2016,STUDENTTH4264ELEC07,666 ,KWH,$69.84 ,,
Student TH 4264 Chain Bridge Road,Electric,4692767504,201606,5/31/2016,6/28/2016,STUDENTTH4264ELEC07,176 ,KWH,$25.90 ,,
Student TH 4264 Chain Bridge Road,Electric,4702890007,201507,6/30/2015,7/31/2015,STUDENTTH4264ELEC08,405 ,KWH,$46.41 ,,
Student TH 4264 Chain Bridge Road,Electric,4702890007,201508,7/31/2015,8/27/2015,STUDENTTH4264ELEC08,405 ,KWH,$46.41 ,,
Student TH 4264 Chain Bridge Road,Electric,4702890007,201509,8/27/2015,9/28/2015,STUDENTTH4264ELEC08,"1,029 ",KWH,$101.58 ,,
Student TH 4264 Chain Bridge Road,Electric,4702890007,201510,9/28/2015,10/28/2015,STUDENTTH4264ELEC08,964 ,KWH,$95.70 ,,
Student TH 4264 Chain Bridge Road,Electric,4702890007,201511,10/28/2015,12/2/2015,STUDENTTH4264ELEC08,"1,236 ",KWH,$119.84 ,,
Student TH 4264 Chain Bridge Road,Electric,4702890007,201512,12/2/2015,12/31/2015,STUDENTTH4264ELEC08,827 ,KWH,$83.52 ,,
Student TH 4264 Chain Bridge Road,Electric,4702890007,201601,12/31/2015,2/2/2016,STUDENTTH4264ELEC08,"2,118 ",KWH,$197.86 ,,
Student TH 4264 Chain Bridge Road,Electric,4702890007,201602,2/2/2016,2/29/2016,STUDENTTH4264ELEC08,"1,914 ",KWH,$179.76 ,,
Student TH 4264 Chain Bridge Road,Electric,4702890007,201603,2/29/2016,3/31/2016,STUDENTTH4264ELEC08,"1,318 ",KWH,$126.93 ,,
Student TH 4264 Chain Bridge Road,Electric,4702890007,201604,3/31/2016,4/29/2016,STUDENTTH4264ELEC08,"1,091 ",KWH,$107.16 ,,
Student TH 4264 Chain Bridge Road,Electric,4702890007,201605,4/29/2016,5/31/2016,STUDENTTH4264ELEC08,594 ,KWH,$63.37 ,,
Student TH 4264 Chain Bridge Road,Electric,4702890007,201606,5/31/2016,6/28/2016,STUDENTTH4264ELEC08,17 ,KWH,$11.65 ,,
Student TH 4264 Chain Bridge Road,Electric,4712847500,201507,6/24/2015,7/27/2015,STUDENTTH4264ELEC09,562 ,KWH,$60.48 ,,
Student TH 4264 Chain Bridge Road,Electric,4712847500,201508,7/27/2015,8/24/2015,STUDENTTH4264ELEC09,345 ,KWH,$41.04 ,,
Student TH 4264 Chain Bridge Road,Electric,4712847500,201509,8/24/2015,9/24/2015,STUDENTTH4264ELEC09,837 ,KWH,$84.59 ,,
Student TH 4264 Chain Bridge Road,Electric,4712847500,201510,9/24/2015,10/23/2015,STUDENTTH4264ELEC09,757 ,KWH,$77.31 ,,
Student TH 4264 Chain Bridge Road,Electric,4712847500,201511,10/23/2015,11/24/2015,STUDENTTH4264ELEC09,860 ,KWH,$86.46 ,,
Student TH 4264 Chain Bridge Road,Electric,4712847500,201512,11/24/2015,12/23/2015,STUDENTTH4264ELEC09,812 ,KWH,$82.21 ,,
Student TH 4264 Chain Bridge Road,Electric,4712847500,201601,12/23/2015,1/26/2016,STUDENTTH4264ELEC09,"1,029 ",KWH,$101.35 ,,
Student TH 4264 Chain Bridge Road,Electric,4712847500,201602,1/26/2016,2/24/2016,STUDENTTH4264ELEC09,845 ,KWH,$85.02 ,,
Student TH 4264 Chain Bridge Road,Electric,4712847500,201603,2/24/2016,3/24/2016,STUDENTTH4264ELEC09,655 ,KWH,$68.19 ,,
Student TH 4264 Chain Bridge Road,Electric,4712847500,201604,3/24/2016,4/27/2016,STUDENTTH4264ELEC09,935 ,KWH,$93.24 ,,
Student TH 4264 Chain Bridge Road,Electric,4712847500,201605,4/27/2016,5/24/2016,STUDENTTH4264ELEC09,540 ,KWH,$58.47 ,,
Student TH 4264 Chain Bridge Road,Electric,4712847500,201606,5/24/2016,6/23/2016,STUDENTTH4264ELEC09,169 ,KWH,$25.27 ,,
Student TH 4264 Chain Bridge Road,Electric,5222687500,201507,6/24/2015,7/27/2015,STUDENTTH4264EXTLIGHTELEC,336 ,KWH,$40.22 ,,
Student TH 4264 Chain Bridge Road,Electric,5222687500,201508,7/27/2015,8/24/2015,STUDENTTH4264EXTLIGHTELEC,306 ,KWH,$37.54 ,,
Student TH 4264 Chain Bridge Road,Electric,5222687500,201509,8/24/2015,9/24/2015,STUDENTTH4264EXTLIGHTELEC,367 ,KWH,$42.76 ,,
Student TH 4264 Chain Bridge Road,Electric,5222687500,201510,9/24/2015,10/22/2015,STUDENTTH4264EXTLIGHTELEC,371 ,KWH,$43.07 ,,
Student TH 4264 Chain Bridge Road,Electric,5222687500,201511,10/22/2015,11/24/2015,STUDENTTH4264EXTLIGHTELEC,463 ,KWH,$51.22 ,,
Student TH 4264 Chain Bridge Road,Electric,5222687500,201512,11/24/2015,12/23/2015,STUDENTTH4264EXTLIGHTELEC,422 ,KWH,$47.58 ,,
Student TH 4264 Chain Bridge Road,Electric,5222687500,201601,12/23/2015,1/26/2016,STUDENTTH4264EXTLIGHTELEC,492 ,KWH,$53.75 ,,
Student TH 4264 Chain Bridge Road,Electric,5222687500,201602,1/26/2016,2/24/2016,STUDENTTH4264EXTLIGHTELEC,391 ,KWH,$44.79 ,,
Student TH 4264 Chain Bridge Road,Electric,5222687500,201603,2/24/2016,3/24/2016,STUDENTTH4264EXTLIGHTELEC,357 ,KWH,$41.77 ,,
Student TH 4264 Chain Bridge Road,Electric,5222687500,201604,3/24/2016,4/27/2016,STUDENTTH4264EXTLIGHTELEC,374 ,KWH,$43.38 ,,
Student TH 4264 Chain Bridge Road,Electric,5222687500,201605,4/27/2016,5/24/2016,STUDENTTH4264EXTLIGHTELEC,297 ,KWH,$36.74 ,,
Student TH 4264 Chain Bridge Road,Electric,5222687500,201606,5/24/2016,6/23/2016,STUDENTTH4264EXTLIGHTELEC,303 ,KWH,$37.30 ,,
Student TH 4264 Chain Bridge Road,Electric,4729422156,201507,6/30/2015,7/31/2015,STUDENTTH4264ELEC10,447 ,KWH,$50.18 ,,
Student TH 4264 Chain Bridge Road,Electric,4729422156,201508,7/31/2015,8/27/2015,STUDENTTH4264ELEC10,360 ,KWH,$42.40 ,,
Student TH 4264 Chain Bridge Road,Electric,4729422156,201509,8/27/2015,9/28/2015,STUDENTTH4264ELEC10,729 ,KWH,$74.92 ,,
Student TH 4264 Chain Bridge Road,Electric,4729422156,201510,9/28/2015,10/28/2015,STUDENTTH4264ELEC10,768 ,KWH,$78.29 ,,
Student TH 4264 Chain Bridge Road,Electric,4729422156,201511,10/28/2015,12/2/2015,STUDENTTH4264ELEC10,848 ,KWH,$85.38 ,,
Student TH 4264 Chain Bridge Road,Electric,4729422156,201512,12/2/2015,12/31/2015,STUDENTTH4264ELEC10,561 ,KWH,$59.92 ,,
Student TH 4264 Chain Bridge Road,Electric,4729422156,201601,12/31/2015,2/2/2016,STUDENTTH4264ELEC10,"1,829 ",KWH,$172.24 ,,
Student TH 4264 Chain Bridge Road,Electric,4729422156,201602,2/2/2016,2/29/2016,STUDENTTH4264ELEC10,"1,128 ",KWH,$110.11 ,,
Student TH 4264 Chain Bridge Road,Electric,4729422156,201603,2/29/2016,3/31/2016,STUDENTTH4264ELEC10,690 ,KWH,$71.29 ,,
Student TH 4264 Chain Bridge Road,Electric,4729422156,201604,3/31/2016,4/29/2016,STUDENTTH4264ELEC10,583 ,KWH,$61.97 ,,
Student TH 4264 Chain Bridge Road,Electric,4729422156,201605,4/29/2016,5/31/2016,STUDENTTH4264ELEC10,296 ,KWH,$36.65 ,,
Student TH 4264 Chain Bridge Road,Electric,4729422156,201606,5/31/2016,6/28/2016,STUDENTTH4264ELEC10,153 ,KWH,$23.83 ,,
Student TH 4264 Chain Bridge Road,Electric,4732745007,201507,6/30/2015,7/31/2015,STUDENTTH4264ELEC11,347 ,KWH,$41.22 ,,
Student TH 4264 Chain Bridge Road,Electric,4732745007,201508,7/31/2015,8/27/2015,STUDENTTH4264ELEC11,410 ,KWH,$46.89 ,,
Student TH 4264 Chain Bridge Road,Electric,4732745007,201509,8/27/2015,9/28/2015,STUDENTTH4264ELEC11,976 ,KWH,$96.87 ,,
Student TH 4264 Chain Bridge Road,Electric,4732745007,201510,9/28/2015,10/28/2015,STUDENTTH4264ELEC11,706 ,KWH,$72.80 ,,
Student TH 4264 Chain Bridge Road,Electric,4732745007,201511,10/28/2015,12/2/2015,STUDENTTH4264ELEC11,"1,048 ",KWH,$103.15 ,,
Student TH 4264 Chain Bridge Road,Electric,4732745007,201512,12/2/2015,12/31/2015,STUDENTTH4264ELEC11,981 ,KWH,$97.20 ,,
Student TH 4264 Chain Bridge Road,Electric,4732745007,201601,12/31/2015,2/2/2016,STUDENTTH4264ELEC11,"1,771 ",KWH,$167.08 ,,
Student TH 4264 Chain Bridge Road,Electric,4732745007,201602,2/2/2016,2/29/2016,STUDENTTH4264ELEC11,"1,460 ",KWH,$139.55 ,,
Student TH 4264 Chain Bridge Road,Electric,4732745007,201603,2/29/2016,3/31/2016,STUDENTTH4264ELEC11,941 ,KWH,$93.54 ,,
Student TH 4264 Chain Bridge Road,Electric,4732745007,201604,3/31/2016,4/29/2016,STUDENTTH4264ELEC11,895 ,KWH,$89.74 ,,
Student TH 4264 Chain Bridge Road,Electric,4732745007,201605,4/29/2016,5/31/2016,STUDENTTH4264ELEC11,718 ,KWH,$74.46 ,,
Student TH 4264 Chain Bridge Road,Electric,4732745007,201606,5/31/2016,6/28/2016,STUDENTTH4264ELEC11,198 ,KWH,$27.88 ,,
Student TH 4264 Chain Bridge Road,Electric,4741893954,201507,6/30/2015,7/31/2015,STUDENTTH4264ELEC12,514 ,KWH,$56.21 ,,
Student TH 4264 Chain Bridge Road,Electric,4741893954,201508,7/31/2015,8/27/2015,STUDENTTH4264ELEC12,364 ,KWH,$42.76 ,,
Student TH 4264 Chain Bridge Road,Electric,4741893954,201509,8/27/2015,9/28/2015,STUDENTTH4264ELEC12,993 ,KWH,$98.37 ,,
Student TH 4264 Chain Bridge Road,Electric,4741893954,201510,9/28/2015,10/28/2015,STUDENTTH4264ELEC12,792 ,KWH,$80.43 ,,
Student TH 4264 Chain Bridge Road,Electric,4741893954,201511,10/28/2015,12/2/2015,STUDENTTH4264ELEC12,"1,101 ",KWH,$107.85 ,,
Student TH 4264 Chain Bridge Road,Electric,4741893954,201512,12/2/2015,12/31/2015,STUDENTTH4264ELEC12,"1,062 ",KWH,$104.40 ,,
Student TH 4264 Chain Bridge Road,Electric,4741893954,201601,12/31/2015,2/2/2016,STUDENTTH4264ELEC12,"2,561 ",KWH,$237.11 ,,
Student TH 4264 Chain Bridge Road,Electric,4741893954,201602,2/2/2016,2/29/2016,STUDENTTH4264ELEC12,"2,052 ",KWH,$191.99 ,,
Student TH 4264 Chain Bridge Road,Electric,4741893954,201603,2/29/2016,3/31/2016,STUDENTTH4264ELEC12,"1,264 ",KWH,$122.15 ,,
Student TH 4264 Chain Bridge Road,Electric,4741893954,201604,3/31/2016,4/29/2016,STUDENTTH4264ELEC12,"1,008 ",KWH,$99.78 ,,
Student TH 4264 Chain Bridge Road,Electric,4741893954,201605,4/29/2016,5/31/2016,STUDENTTH4264ELEC12,547 ,KWH,$59.16 ,,
Student TH 4264 Chain Bridge Road,Electric,4741893954,201606,5/31/2016,6/28/2016,STUDENTTH4264ELEC12,192 ,KWH,$27.34 ,,
Student TH 4266 Chain Bridge Road,Electric,4752832503,201507,6/24/2015,7/27/2015,STUDENTTH4266ELEC01,388 ,KWH,$44.91 ,,
Student TH 4266 Chain Bridge Road,Electric,4752832503,201508,7/27/2015,8/24/2015,STUDENTTH4266ELEC01,275 ,KWH,$34.78 ,,
Student TH 4266 Chain Bridge Road,Electric,4752832503,201509,8/24/2015,9/24/2015,STUDENTTH4266ELEC01,721 ,KWH,$74.25 ,,
Student TH 4266 Chain Bridge Road,Electric,4752832503,201510,9/24/2015,10/23/2015,STUDENTTH4266ELEC01,635 ,KWH,$66.49 ,,
Student TH 4266 Chain Bridge Road,Electric,4752832503,201511,10/23/2015,11/24/2015,STUDENTTH4266ELEC01,591 ,KWH,$62.59 ,,
Student TH 4266 Chain Bridge Road,Electric,4752832503,201512,11/24/2015,12/23/2015,STUDENTTH4266ELEC01,452 ,KWH,$50.23 ,,
Student TH 4266 Chain Bridge Road,Electric,4752832503,201601,12/23/2015,1/26/2016,STUDENTTH4266ELEC01,674 ,KWH,$69.87 ,,
Student TH 4266 Chain Bridge Road,Electric,4752832503,201602,1/26/2016,2/24/2016,STUDENTTH4266ELEC01,799 ,KWH,$80.95 ,,
Student TH 4266 Chain Bridge Road,Electric,4752832503,201603,2/24/2016,3/24/2016,STUDENTTH4266ELEC01,489 ,KWH,$53.48 ,,
Student TH 4266 Chain Bridge Road,Electric,4752832503,201604,3/24/2016,4/27/2016,STUDENTTH4266ELEC01,565 ,KWH,$60.35 ,,
Student TH 4266 Chain Bridge Road,Electric,4752832503,201605,4/27/2016,5/24/2016,STUDENTTH4266ELEC01,268 ,KWH,$34.15 ,,
Student TH 4266 Chain Bridge Road,Electric,4752832503,201606,5/24/2016,6/23/2016,STUDENTTH4266ELEC01,192 ,KWH,$27.34 ,,
Student TH 4266 Chain Bridge Road,Electric,4762855007,201507,6/30/2015,7/31/2015,STUDENTTH4266ELEC02,386 ,KWH,$44.72 ,,
Student TH 4266 Chain Bridge Road,Electric,4762855007,201508,7/31/2015,8/27/2015,STUDENTTH4266ELEC02,325 ,KWH,$39.26 ,,
Student TH 4266 Chain Bridge Road,Electric,4762855007,201509,8/27/2015,9/28/2015,STUDENTTH4266ELEC02,"1,573 ",KWH,$149.92 ,,
Student TH 4266 Chain Bridge Road,Electric,4762855007,201510,9/28/2015,10/28/2015,STUDENTTH4266ELEC02,"1,123 ",KWH,$109.80 ,,
Student TH 4266 Chain Bridge Road,Electric,4762855007,201511,10/28/2015,12/2/2015,STUDENTTH4266ELEC02,"1,192 ",KWH,$115.93 ,,
Student TH 4266 Chain Bridge Road,Electric,4762855007,201512,12/2/2015,12/31/2015,STUDENTTH4266ELEC02,823 ,KWH,$83.18 ,,
Student TH 4266 Chain Bridge Road,Electric,4762855007,201601,12/31/2015,2/2/2016,STUDENTTH4266ELEC02,"1,620 ",KWH,$153.72 ,,
Student TH 4266 Chain Bridge Road,Electric,4762855007,201602,2/2/2016,2/29/2016,STUDENTTH4266ELEC02,"1,569 ",KWH,$149.19 ,,
Student TH 4266 Chain Bridge Road,Electric,4762855007,201603,2/29/2016,3/31/2016,STUDENTTH4266ELEC02,"1,141 ",KWH,$111.25 ,,
Student TH 4266 Chain Bridge Road,Electric,4762855007,201604,3/31/2016,4/29/2016,STUDENTTH4266ELEC02,991 ,KWH,$98.29 ,,
Student TH 4266 Chain Bridge Road,Electric,4762855007,201605,4/29/2016,5/31/2016,STUDENTTH4266ELEC02,524 ,KWH,$57.10 ,,
Student TH 4266 Chain Bridge Road,Electric,4762855007,201606,5/31/2016,6/28/2016,STUDENTTH4266ELEC02,142 ,KWH,$22.86 ,,
Student TH 4266 Chain Bridge Road,Electric,4772800001,201507,6/24/2015,7/27/2015,STUDENTTH4266ELEC03,464 ,KWH,$51.71 ,,
Student TH 4266 Chain Bridge Road,Electric,4772800001,201508,7/27/2015,8/24/2015,STUDENTTH4266ELEC03,297 ,KWH,$36.74 ,,
Student TH 4266 Chain Bridge Road,Electric,4772800001,201509,8/24/2015,9/24/2015,STUDENTTH4266ELEC03,856 ,KWH,$86.26 ,,
Student TH 4266 Chain Bridge Road,Electric,4772800001,201510,9/24/2015,10/23/2015,STUDENTTH4266ELEC03,722 ,KWH,$74.22 ,,
Student TH 4266 Chain Bridge Road,Electric,4772800001,201511,10/23/2015,11/24/2015,STUDENTTH4266ELEC03,"1,072 ",KWH,$105.28 ,,
Student TH 4266 Chain Bridge Road,Electric,4772800001,201512,11/24/2015,12/23/2015,STUDENTTH4266ELEC03,"1,134 ",KWH,$110.77 ,,
Student TH 4266 Chain Bridge Road,Electric,4772800001,201601,12/23/2015,1/26/2016,STUDENTTH4266ELEC03,"1,834 ",KWH,$172.74 ,,
Student TH 4266 Chain Bridge Road,Electric,4772800001,201602,1/26/2016,2/24/2016,STUDENTTH4266ELEC03,"1,388 ",KWH,$133.17 ,,
Student TH 4266 Chain Bridge Road,Electric,4772800001,201603,2/24/2016,3/24/2016,STUDENTTH4266ELEC03,809 ,KWH,$81.83 ,,
Student TH 4266 Chain Bridge Road,Electric,4772800001,201604,3/24/2016,4/27/2016,STUDENTTH4266ELEC03,"1,008 ",KWH,$99.72 ,,
Student TH 4266 Chain Bridge Road,Electric,4772800001,201605,4/27/2016,5/24/2016,STUDENTTH4266ELEC03,476 ,KWH,$52.78 ,,
Student TH 4266 Chain Bridge Road,Electric,4772800001,201606,5/24/2016,6/23/2016,STUDENTTH4266ELEC03,404 ,KWH,$46.35 ,,
Student TH 4266 Chain Bridge Road,Electric,4782757506,201507,6/30/2015,7/31/2015,STUDENTTH4266ELEC04,491 ,KWH,$54.14 ,,
Student TH 4266 Chain Bridge Road,Electric,4782757506,201508,7/31/2015,8/27/2015,STUDENTTH4266ELEC04,422 ,KWH,$47.94 ,,
Student TH 4266 Chain Bridge Road,Electric,4782757506,201509,8/27/2015,9/28/2015,STUDENTTH4266ELEC04,922 ,KWH,$92.07 ,,
Student TH 4266 Chain Bridge Road,Electric,4782757506,201510,9/28/2015,10/28/2015,STUDENTTH4266ELEC04,682 ,KWH,$70.68 ,,
Student TH 4266 Chain Bridge Road,Electric,4782757506,201511,10/28/2015,12/2/2015,STUDENTTH4266ELEC04,"1,098 ",KWH,$107.59 ,,
Student TH 4266 Chain Bridge Road,Electric,4782757506,201512,12/2/2015,12/31/2015,STUDENTTH4266ELEC04,897 ,KWH,$89.75 ,,
Student TH 4266 Chain Bridge Road,Electric,4782757506,201601,12/31/2015,2/2/2016,STUDENTTH4266ELEC04,"1,223 ",KWH,$118.52 ,,
Student TH 4266 Chain Bridge Road,Electric,4782757506,201602,2/2/2016,2/29/2016,STUDENTTH4266ELEC04,"1,177 ",KWH,$114.44 ,,
Student TH 4266 Chain Bridge Road,Electric,4782757506,201603,2/29/2016,3/31/2016,STUDENTTH4266ELEC04,848 ,KWH,$85.27 ,,
Student TH 4266 Chain Bridge Road,Electric,4782757506,201604,3/31/2016,4/29/2016,STUDENTTH4266ELEC04,637 ,KWH,$66.76 ,,
Student TH 4266 Chain Bridge Road,Electric,4782757506,201605,4/29/2016,5/31/2016,STUDENTTH4266ELEC04,463 ,KWH,$51.62 ,,
Student TH 4266 Chain Bridge Road,Electric,4782757506,201606,5/31/2016,6/28/2016,STUDENTTH4266ELEC04,385 ,KWH,$44.66 ,,
Student TH 4266 Chain Bridge Road,Electric,4792802508,201507,6/30/2015,7/31/2015,STUDENTTH4266ELEC05,227 ,KWH,$30.48 ,,
Student TH 4266 Chain Bridge Road,Electric,4792802508,201508,7/31/2015,8/27/2015,STUDENTTH4266ELEC05,184 ,KWH,$26.61 ,,
Student TH 4266 Chain Bridge Road,Electric,4792802508,201509,8/27/2015,9/28/2015,STUDENTTH4266ELEC05,"1,119 ",KWH,$109.58 ,,
Student TH 4266 Chain Bridge Road,Electric,4792802508,201510,9/28/2015,10/28/2015,STUDENTTH4266ELEC05,"1,105 ",KWH,$108.22 ,,
Student TH 4266 Chain Bridge Road,Electric,4792802508,201511,10/28/2015,12/2/2015,STUDENTTH4266ELEC05,"1,131 ",KWH,$110.51 ,,
Student TH 4266 Chain Bridge Road,Electric,4792802508,201512,12/2/2015,12/31/2015,STUDENTTH4266ELEC05,"1,144 ",KWH,$111.67 ,,
Student TH 4266 Chain Bridge Road,Electric,4792802508,201601,12/31/2015,2/2/2016,STUDENTTH4266ELEC05,"2,626 ",KWH,$242.87 ,,
Student TH 4266 Chain Bridge Road,Electric,4792802508,201602,2/2/2016,2/29/2016,STUDENTTH4266ELEC05,"2,141 ",KWH,$199.88 ,,
Student TH 4266 Chain Bridge Road,Electric,4792802508,201603,2/29/2016,3/31/2016,STUDENTTH4266ELEC05,"2,190 ",KWH,$204.22 ,,
Student TH 4266 Chain Bridge Road,Electric,4792802508,201604,3/31/2016,4/29/2016,STUDENTTH4266ELEC05,"1,257 ",KWH,$121.94 ,,
Student TH 4266 Chain Bridge Road,Electric,4792802508,201605,4/29/2016,5/31/2016,STUDENTTH4266ELEC05,581 ,KWH,$62.21 ,,
Student TH 4266 Chain Bridge Road,Electric,4792802508,201606,5/31/2016,6/28/2016,STUDENTTH4266ELEC05,209 ,KWH,$28.85 ,,
Student TH 4266 Chain Bridge Road,Electric,4802752503,201507,6/24/2015,7/27/2015,STUDENTTH4266ELEC06,740 ,KWH,$76.45 ,,
Student TH 4266 Chain Bridge Road,Electric,4802752503,201508,7/27/2015,8/24/2015,STUDENTTH4266ELEC06,786 ,KWH,$80.56 ,,
Student TH 4266 Chain Bridge Road,Electric,4802752503,201509,8/24/2015,9/24/2015,STUDENTTH4266ELEC06,"1,143 ",KWH,$111.81 ,,
Student TH 4266 Chain Bridge Road,Electric,4802752503,201510,9/24/2015,10/23/2015,STUDENTTH4266ELEC06,830 ,KWH,$83.80 ,,
Student TH 4266 Chain Bridge Road,Electric,4802752503,201511,10/23/2015,11/24/2015,STUDENTTH4266ELEC06,902 ,KWH,$90.19 ,,
Student TH 4266 Chain Bridge Road,Electric,4802752503,201512,11/24/2015,12/23/2015,STUDENTTH4266ELEC06,895 ,KWH,$89.56 ,,
Student TH 4266 Chain Bridge Road,Electric,4802752503,201601,12/23/2015,1/26/2016,STUDENTTH4266ELEC06,"1,433 ",KWH,$137.18 ,,
Student TH 4266 Chain Bridge Road,Electric,4802752503,201602,1/26/2016,2/24/2016,STUDENTTH4266ELEC06,"1,792 ",KWH,$168.96 ,,
Student TH 4266 Chain Bridge Road,Electric,4802752503,201603,2/24/2016,3/24/2016,STUDENTTH4266ELEC06,"1,165 ",KWH,$113.37 ,,
Student TH 4266 Chain Bridge Road,Electric,4802752503,201604,3/24/2016,4/27/2016,STUDENTTH4266ELEC06,"1,048 ",KWH,$103.27 ,,
Student TH 4266 Chain Bridge Road,Electric,4802752503,201605,4/27/2016,5/24/2016,STUDENTTH4266ELEC06,563 ,KWH,$60.58 ,,
Student TH 4266 Chain Bridge Road,Electric,4802752503,201606,5/24/2016,6/23/2016,STUDENTTH4266ELEC06,115 ,KWH,$20.43 ,,
Student TH 4266 Chain Bridge Road,Electric,4812810002,201507,6/24/2015,7/27/2015,STUDENTTH4266ELEC07,510 ,KWH,$55.84 ,,
Student TH 4266 Chain Bridge Road,Electric,4812810002,201508,7/27/2015,8/24/2015,STUDENTTH4266ELEC07,411 ,KWH,$46.96 ,,
Student TH 4266 Chain Bridge Road,Electric,4812810002,201509,8/24/2015,9/24/2015,STUDENTTH4266ELEC07,"1,051 ",KWH,$103.61 ,,
Student TH 4266 Chain Bridge Road,Electric,4812810002,201510,9/24/2015,10/23/2015,STUDENTTH4266ELEC07,822 ,KWH,$83.10 ,,
Student TH 4266 Chain Bridge Road,Electric,4812810002,201511,10/23/2015,11/24/2015,STUDENTTH4266ELEC07,971 ,KWH,$96.33 ,,
Student TH 4266 Chain Bridge Road,Electric,4812810002,201512,11/24/2015,12/23/2015,STUDENTTH4266ELEC07,"1,009 ",KWH,$99.69 ,,
Student TH 4266 Chain Bridge Road,Electric,4812810002,201601,12/23/2015,1/26/2016,STUDENTTH4266ELEC07,801 ,KWH,$81.16 ,,
Student TH 4266 Chain Bridge Road,Electric,4812810002,201602,1/26/2016,2/24/2016,STUDENTTH4266ELEC07,"1,249 ",KWH,$120.83 ,,
Student TH 4266 Chain Bridge Road,Electric,4812810002,201603,2/24/2016,3/24/2016,STUDENTTH4266ELEC07,957 ,KWH,$94.96 ,,
Student TH 4266 Chain Bridge Road,Electric,4812810002,201604,3/24/2016,4/27/2016,STUDENTTH4266ELEC07,"1,367 ",KWH,$131.64 ,,
Student TH 4266 Chain Bridge Road,Electric,4812810002,201605,4/27/2016,5/24/2016,STUDENTTH4266ELEC07,610 ,KWH,$64.76 ,,
Student TH 4266 Chain Bridge Road,Electric,4812810002,201606,5/24/2016,6/23/2016,STUDENTTH4266ELEC07,244 ,KWH,$32.00 ,,
Student TH 4266 Chain Bridge Road,Electric,4822830008,201507,6/30/2015,7/31/2015,STUDENTTH4266ELEC08,255 ,KWH,$32.99 ,,
Student TH 4266 Chain Bridge Road,Electric,4822830008,201508,7/31/2015,8/27/2015,STUDENTTH4266ELEC08,207 ,KWH,$28.68 ,,
Student TH 4266 Chain Bridge Road,Electric,4822830008,201509,8/27/2015,9/28/2015,STUDENTTH4266ELEC08,700 ,KWH,$72.36 ,,
Student TH 4266 Chain Bridge Road,Electric,4822830008,201510,9/28/2015,10/28/2015,STUDENTTH4266ELEC08,558 ,KWH,$59.64 ,,
Student TH 4266 Chain Bridge Road,Electric,4822830008,201511,10/28/2015,12/2/2015,STUDENTTH4266ELEC08,754 ,KWH,$77.05 ,,
Student TH 4266 Chain Bridge Road,Electric,4822830008,201512,12/2/2015,12/31/2015,STUDENTTH4266ELEC08,779 ,KWH,$79.27 ,,
Student TH 4266 Chain Bridge Road,Electric,4822830008,201601,12/31/2015,2/2/2016,STUDENTTH4266ELEC08,"1,723 ",KWH,$162.84 ,,
